Sl.No,Vendor No.,Name of the party,Document No,GST NUMBER,Invoice No,Invoice Date,Description,HSN CODE,Total invoice value,Taxable amount,SGST %,SGST,CGST %,CGST%,IGST %,IGST
2213,V0677,Sri Venkata Sai Traders ( Korlakunta),JV/M/21-22/01853,37ABPPE6121L1ZG,2021-22/11,31/03/2022,Welfare Amenities,998599,"50,729.00","42,991.00",9.00,"3,869.00",9.00,"3,869.00",0.00,0.00
2214,V1141,Novateur Electrical & Digital Systems Pvt Ltd,JV/M/21-22/01854,37AACCE4671N1Z7,5250043242,31/03/2022,Data Processing Expenses,998719,"14,453.00","12,249.00",9.00,"1,102.00",9.00,"1,102.00",0.00,0.00
2215,V1201,Sri G.Srinivasulu,JV/M/21-22/01855,,NIL,31/03/2022,Hire Charges (Vehicle),9966,"2,626.00","2,500.00",2.50,63.00,2.50,63.00,0.00,0.00
2216,V1201,Sri G.Srinivasulu,JV/M/21-22/01856,,NILL.,31/03/2022,Hire Charges (Vehicle),9966,"5,250.00","5,000.00",2.50,125.00,2.50,125.00,0.00,0.00
2217,V0741,M/s Sreevari enterprises,JV/M/21-22/01857,37AALPE9448B2ZM,90,31/03/2022,Entrepreneur Social Responsibility,3925,"16,992.00","14,400.00",9.00,"1,296.00",9.00,"1,296.00",0.00,0.00
2218,V0741,M/s Sreevari enterprises,JV/M/21-22/01858,37AALPE9448B2ZM,88,31/03/2022,Entrepreneur Social Responsibility,90262000,956.00,810.00,9.00,73.00,9.00,73.00,0.00,0.00
2219,V0741,M/s Sreevari enterprises,JV/M/21-22/01858,37AALPE9448B2ZM,88,31/03/2022,Entrepreneur Social Responsibility,84219900,"105,444.00","89,360.00",9.00,"8,042.00",9.00,"8,042.00",0.00,0.00
2220,V0741,M/s Sreevari enterprises,JV/M/21-22/01858,37AALPE9448B2ZM,88,31/03/2022,Entrepreneur Social Responsibility,84212190,"5,900.00","5,000.00",9.00,450.00,9.00,450.00,0.00,0.00
2221,V0741,M/s Sreevari enterprises,JV/M/21-22/01858,37AALPE9448B2ZM,88,31/03/2022,Entrepreneur Social Responsibility,25051020,"3,364.00","2,850.00",9.00,257.00,9.00,257.00,0.00,0.00
2222,V0741,M/s Sreevari enterprises,JV/M/21-22/01858,37AALPE9448B2ZM,88,31/03/2022,Entrepreneur Social Responsibility,38021000,"6,550.00","5,550.00",9.00,500.00,9.00,500.00,0.00,0.00
2223,V0741,M/s Sreevari enterprises,JV/M/21-22/01858,37AALPE9448B2ZM,88,31/03/2022,Entrepreneur Social Responsibility,90303910,532.00,450.00,9.00,41.00,9.00,41.00,0.00,0.00
2224,V0741,M/s Sreevari enterprises,JV/M/21-22/01858,37AALPE9448B2ZM,88,31/03/2022,Entrepreneur Social Responsibility,85365090,436.00,370.00,9.00,33.00,9.00,33.00,0.00,0.00
2225,V0741,M/s Sreevari enterprises,JV/M/21-22/01858,37AALPE9448B2ZM,88,31/03/2022,Entrepreneur Social Responsibility,39172300,"2,360.00","2,000.00",9.00,180.00,9.00,180.00,0.00,0.00
2226,V0741,M/s Sreevari enterprises,JV/M/21-22/01858,37AALPE9448B2ZM,88,31/03/2022,Entrepreneur Social Responsibility,84137010,"16,158.00","13,694.00",9.00,"1,232.00",9.00,"1,232.00",0.00,0.00
2227,V0757,Kotte Venkata Ramana,JV/M/21-22/01860,,NIL,31/03/2022,Hire Charges (Vehicle),9966,"39,900.00","38,000.00",2.50,950.00,2.50,950.00,0.00,0.00
2228,V0166,Sree Viswaswaroop & Co.,JV/M/21-22/01861,,"NIL,",31/03/2022,Hire Charges (Vehicle),9966,"46,027.00","43,835.00",2.50,"1,096.00",2.50,"1,096.00",0.00,0.00
2229,V0002,"A. Revathi,Out source Contr",JV/M/21-22/01863,37BBTPA1899J1Z0,AR/2021-22/025,31/03/2022,Remuneration(Outsourcing),998519,"2,261,475.00","1,916,505.00",9.00,"172,485.00",9.00,"172,485.00",0.00,0.00
2230,V0143,"S. Madhavi,Contractor",JV/M/21-22/01865,37BYBPM0694Q1ZQ,SMV/2021-22/025,31/03/2022,Remuneration(Outsourcing),998519,"2,384,986.00","2,021,174.00",9.00,"181,906.00",9.00,"181,906.00",0.00,0.00
2231,V0146,"S.D.S. Swarnalatha,Contract",JV/M/21-22/01867,37EKAPS1838G1ZZ,SDS-2021-22/025,31/03/2022,Remuneration(Outsourcing),998519,"2,309,698.00","1,957,372.00",9.00,"176,163.00",9.00,"176,163.00",0.00,0.00
2232,V0124,"P. Ravi Babu,Contractor",JV/M/21-22/01869,37BKJPR7084M3Z5,PR/2021-22/026,31/03/2022,Remuneration(Outsourcing),998519,"2,310,504.00","1,958,054.00",9.00,"176,225.00",9.00,"176,225.00",0.00,0.00
2233,V1015,Vaddi Subba Reddy,JV/M/21-22/01871,37AKOPV1282H1ZM,VSR-2021-22/025,31/03/2022,Remuneration(Outsourcing),998519,"3,438,967.00","2,914,379.00",9.00,"262,294.00",9.00,"262,294.00",0.00,0.00
2234,V1023,Prathap Reddy Mannuru,JV/M/21-22/01873,37AQCPM4537E1ZX,MPR-2021-22/025,31/03/2022,Remuneration(Outsourcing),998519,"3,075,242.00","2,606,138.00",9.00,"234,552.00",9.00,"234,552.00",0.00,0.00
2235,V1247,Sai Krupa Manpower Agency,JV/M/21-22/01875,37BALPV7821E1ZA,SK/2021-22/021,31/03/2022,Remuneration(Outsourcing),998519,"1,690,691.00","1,432,789.00",9.00,"128,951.00",9.00,"128,951.00",0.00,0.00
2236,V0035,Capital Minerals,JV/M/21-22/01878,37ATYPG1427A1ZS,"INV-016.,",31/03/2022,Hire charges on Machinery,997319,"44,403.00","37,629.00",9.00,"3,387.00",9.00,"3,387.00",0.00,0.00
2237,V0500,M/s ANJANEYA EARTHMOVERS,JV/M/21-22/01879,37ABIFA7834M1ZW,AEM/21-22/13,31/03/2022,Hire charges on Machinery,997319,"2,277.00","1,929.00",9.00,174.00,9.00,174.00,0.00,0.00
2238,V1128,M/s Maruthi Enterprises,JV/M/21-22/01880,37ABIFM3490R1ZE,INV-132,31/03/2022,Hire charges on Machinery,997319,"25,046.00","21,226.00",9.00,"1,910.00",9.00,"1,910.00",0.00,0.00
2239,V0661,M/s Genius Technologies,JV/M/21-22/01894,37AURPT6241R1ZF,64/2021-22,31/03/2022,Data Processing Expenses,8443,"21,724.00","18,410.00",9.00,"1,657.00",9.00,"1,657.00",0.00,0.00
2240,V0627,M/s. I C Tech,JV/M/21-22/01895,37AABFL4847E1ZF,1081,31/03/2022,Data Processing Expenses,84717020,"10,250.00","8,686.00",9.00,782.00,9.00,782.00,0.00,0.00
2241,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01899,37ACPPN5885P1ZC,PBE/0670/21-22,31/03/2022,Stores - General,7318,"79,213.00","67,129.00",9.00,"6,042.00",9.00,"6,042.00",0.00,0.00
2242,V1022,G. Sravani,JV/M/21-22/01900,,NIL..,31/03/2022,Afforestation Expenses,9966,"8,190.00","7,800.00",2.50,195.00,2.50,195.00,0.00,0.00
2243,V1079,DIGITRONICS,JV/M/21-22/01903,36AFDPR7204P1ZZ,DGT/294/21-22,31/03/2022,Survey & Drawing Equipment,85258090,"86,380.00","73,203.00",0.00,0.00,0.00,0.00,18.00,"13,177.00"
2244,V1294,Sai Sangeetha Electricals,JV/M/21-22/01910,37BEXPB3228M1Z0,SSE/23/01/2022,31/03/2022,Stores - General,8536,"52,168.00","44,210.00",9.00,"3,979.00",9.00,"3,979.00",0.00,0.00
2245,V1294,Sai Sangeetha Electricals,JV/M/21-22/01910,37BEXPB3228M1Z0,SSE/23/01/2022,31/03/2022,Stores - General,4009,"5,045.00","4,275.00",9.00,385.00,9.00,385.00,0.00,0.00
2246,V1294,Sai Sangeetha Electricals,JV/M/21-22/01910,37BEXPB3228M1Z0,SSE/23/01/2022,31/03/2022,Stores - General,3907,"24,426.00","20,700.00",9.00,"1,863.00",9.00,"1,863.00",0.00,0.00
2247,V1294,Sai Sangeetha Electricals,JV/M/21-22/01910,37BEXPB3228M1Z0,SSE/23/01/2022,31/03/2022,Stores - General,8204,"5,102.00","4,324.00",9.00,389.00,9.00,389.00,0.00,0.00
2248,V1294,Sai Sangeetha Electricals,JV/M/21-22/01910,37BEXPB3228M1Z0,SSE/23/01/2022,31/03/2022,Stores - General,8208,"1,312.00","1,112.00",9.00,100.00,9.00,100.00,0.00,0.00
2249,V1294,Sai Sangeetha Electricals,JV/M/21-22/01910,37BEXPB3228M1Z0,SSE/23/01/2022,31/03/2022,Stores - General,7318,"2,360.00","2,000.00",9.00,180.00,9.00,180.00,0.00,0.00
2250,V1294,Sai Sangeetha Electricals,JV/M/21-22/01910,37BEXPB3228M1Z0,SSE/23/01/2022,31/03/2022,Stores - General,9405,"2,548.00","2,160.00",9.00,194.00,9.00,194.00,0.00,0.00
2251,V1294,Sai Sangeetha Electricals,JV/M/21-22/01910,37BEXPB3228M1Z0,SSE/23/01/2022,31/03/2022,Stores - General,8414,"11,800.00","10,000.00",9.00,900.00,9.00,900.00,0.00,0.00
2252,V1294,Sai Sangeetha Electricals,JV/M/21-22/01910,37BEXPB3228M1Z0,SSE/23/01/2022,31/03/2022,Stores - General,8547,472.00,400.00,9.00,36.00,9.00,36.00,0.00,0.00
2253,V1294,Sai Sangeetha Electricals,JV/M/21-22/01910,37BEXPB3228M1Z0,SSE/23/01/2022,31/03/2022,Stores - General,8467,"2,714.00","2,300.00",9.00,207.00,9.00,207.00,0.00,0.00
2254,V0337,Sri N.Sunil kumar,JV/M/21-22/01911,,NIL,31/03/2022,EMP Activity Expenses ( Under EC Conditions),9966,"8,190.00","7,800.00",2.50,195.00,2.50,195.00,0.00,0.00
2255,V0593,Smt.T.Leelavathi,JV/M/21-22/01912,,"NIL,",31/03/2022,EMP Activity Expenses ( Under EC Conditions),9966,"12,286.00","11,700.00",2.50,293.00,2.50,293.00,0.00,0.00
2256,V1021,M. Sumathi,JV/M/21-22/01913,,"NIL,,",31/03/2022,Afforestation Expenses,9966,"15,698.00","14,950.00",2.50,374.00,2.50,374.00,0.00,0.00
2257,V1022,G. Sravani,JV/M/21-22/01914,,"NIL,,,",31/03/2022,Afforestation Expenses,9966,"7,508.00","7,150.00",2.50,179.00,2.50,179.00,0.00,0.00
2258,V1201,Sri G.Srinivasulu,JV/M/21-22/01915,,"NIL,,,,",31/03/2022,Hire Charges (Vehicle),9966,"5,670.00","5,400.00",2.50,135.00,2.50,135.00,0.00,0.00
2259,V0593,Smt.T.Leelavathi,JV/M/21-22/01916,,"NIL,,,,",31/03/2022,Hire Charges (Vehicle),9966,"5,978.00","5,694.00",2.50,142.00,2.50,142.00,0.00,0.00
2260,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01918,37ACPPN5885P1ZC,PBE/1012/21-22,31/03/2022,Stores - General,7318,"84,987.00","72,023.00",9.00,"6,482.00",9.00,"6,482.00",0.00,0.00
2261,V0318,Sri G.Ramana,JV/M/21-22/01920,,NIL,31/03/2022,Hire Charges (Vehicle),9966,"52,088.00","49,608.00",2.50,"1,240.00",2.50,"1,240.00",0.00,0.00
2262,V1138,P.KRISHNA SAI,JV/M/21-22/01921,,NIL.,31/03/2022,Hire Charges (Vehicle),9966,"109,667.00","104,445.00",2.50,"2,611.00",2.50,"2,611.00",0.00,0.00
2263,V0866,KALLURU PRASANTH,JV/M/21-22/01922,,NIL.,31/03/2022,Hire Charges (Vehicle),9966,"31,354.00","29,860.00",2.50,747.00,2.50,747.00,0.00,0.00
2264,V0649,L.Chinna Obaiah,JV/M/21-22/01923,37ACPPL7450G1Z8,"NIL,.",31/03/2022,Hire Charges (Vehicle),9966,"33,599.00","31,999.00",2.50,800.00,2.50,800.00,0.00,0.00
2265,V1339,K. Neelima,JV/M/21-22/01924,,NIL;,31/03/2022,Hire Charges (Vehicle),9966,"66,585.00","63,415.00",2.50,"1,585.00",2.50,"1,585.00",0.00,0.00
2266,V1089,Ashok Reddy Kavuluri,JV/M/21-22/01925,,NIL;;,31/03/2022,Hire Charges (Vehicle),9966,"55,027.00","52,407.00",2.50,"1,310.00",2.50,"1,310.00",0.00,0.00
2267,V1131,Smt D.Swaroopa,JV/M/21-22/01927,,NIL;;,31/03/2022,Hire Charges (Vehicle),9966,"37,849.00","36,047.00",2.50,901.00,2.50,901.00,0.00,0.00
2268,V1253,Sri P.Raja Gopal Reddy,JV/M/21-22/01928,,"NIL,.,",31/03/2022,Hire Charges (Vehicle),9966,"64,066.00","61,016.00",2.50,"1,525.00",2.50,"1,525.00",0.00,0.00
2269,V1253,Sri P.Raja Gopal Reddy,JV/M/21-22/01929,,"NIL,.,.",31/03/2022,Hire Charges (Vehicle),9966,"29,942.00","28,516.00",2.50,713.00,2.50,713.00,0.00,0.00
2270,V1252,Galla.Siva Prasad,JV/M/21-22/01930,,NIL....,31/03/2022,Hire Charges (Vehicle),9966,"28,350.00","27,000.00",2.50,675.00,2.50,675.00,0.00,0.00
2271,V0029,C.H. Saraswathi,JV/M/21-22/01931,,"NIL,",31/03/2022,Afforestation Expenses,9966,"42,000.00","40,000.00",2.50,"1,000.00",2.50,"1,000.00",0.00,0.00
2272,V1294,Sai Sangeetha Electricals,JV/M/21-22/01934,37BEXPB3228M1Z0,SSE/24/02/2022,31/03/2022,Stores - General,8546,"6,374.00","5,402.00",9.00,486.00,9.00,486.00,0.00,0.00
2273,V0703,SDR Security Services,JV/M/21-22/01935,37BIEPS2739F1Z2,SDR/2021-22 68,31/03/2022,Nursery Expenses,9985,"66,528.00","56,380.00",9.00,"5,074.00",9.00,"5,074.00",0.00,0.00
2274,V0803,P. Sreedevi,JV/M/21-22/01936,37BAOPP0002J1ZR,92,31/03/2022,Subsidy Canteen Expenses,9963,"535,080.00","509,600.00",2.50,"12,740.00",2.50,"12,740.00",0.00,0.00
2275,V0649,L.Chinna Obaiah,JV/M/21-22/01937,37ACPPL7450G1Z8,03..,31/03/2022,Rep & Main to buildings,9954,"15,504.00","13,842.00",6.00,831.00,6.00,831.00,0.00,0.00
2276,V0649,L.Chinna Obaiah,JV/M/21-22/01939,37ACPPL7450G1Z8,02..,31/03/2022,Rep & Main to buildings,9954,"19,383.00","17,307.00",6.00,"1,038.00",6.00,"1,038.00",0.00,0.00
2277,V0124,"P. Ravi Babu,Contractor",JV/M/21-22/01941,37BKJPR7084M3Z5,PR/2021-22/027,31/03/2022,Remuneration(Outsourcing),9985,"196,379.00","166,423.00",9.00,"14,978.00",9.00,"14,978.00",0.00,0.00
2278,V0002,"A. Revathi,Out source Contr",JV/M/21-22/01942,37BBTPA1899J1Z0,AR/2021-22/027,31/03/2022,Remuneration(Outsourcing),9985,"27,655.00","23,437.00",9.00,"2,109.00",9.00,"2,109.00",0.00,0.00
2279,V0002,"A. Revathi,Out source Contr",JV/M/21-22/01943,37BBTPA1899J1Z0,AR/2021-22/029,31/03/2022,Remuneration(Outsourcing),9985,"631,801.00","535,425.00",9.00,"48,188.00",9.00,"48,188.00",0.00,0.00
2280,V0002,"A. Revathi,Out source Contr",JV/M/21-22/01944,37BBTPA1899J1Z0,AR/2021-22/028,31/03/2022,Remuneration(Outsourcing),9985,"5,177.00","4,387.00",9.00,395.00,9.00,395.00,0.00,0.00
2281,V0143,"S. Madhavi,Contractor",JV/M/21-22/01945,37BYBPM0694Q1ZQ,SMV/2021-22/027,31/03/2022,Remuneration(Outsourcing),9985,"25,413.00","21,537.00",9.00,"1,938.00",9.00,"1,938.00",0.00,0.00
2282,V0143,"S. Madhavi,Contractor",JV/M/21-22/01946,37BYBPM0694Q1ZQ,SMV/2021-22/029,31/03/2022,Remuneration(Outsourcing),9985,"594,017.00","503,405.00",9.00,"45,306.00",9.00,"45,306.00",0.00,0.00
2283,V0143,"S. Madhavi,Contractor",JV/M/21-22/01947,37BYBPM0694Q1ZQ,SMV/2021-22/028,31/03/2022,Remuneration(Outsourcing),9985,"13,058.00","11,066.00",9.00,996.00,9.00,996.00,0.00,0.00
2284,V0146,"S.D.S. Swarnalatha,Contract",JV/M/21-22/01948,37EKAPS1838G1ZZ,SDS-2021-22/027,31/03/2022,Remuneration(Outsourcing),9985,"626,869.00","531,245.00",9.00,"47,812.00",9.00,"47,812.00",0.00,0.00
2285,V0146,"S.D.S. Swarnalatha,Contract",JV/M/21-22/01949,37EKAPS1838G1ZZ,SDS-2021-22/028,31/03/2022,Remuneration(Outsourcing),9985,"17,541.00","14,865.00",9.00,"1,338.00",9.00,"1,338.00",0.00,0.00
2286,V0124,"P. Ravi Babu,Contractor",JV/M/21-22/01951,37BKJPR7084M3Z5,PR/2021-22/030,31/03/2022,Remuneration(Outsourcing),9985,"633,296.00","536,692.00",9.00,"48,302.00",9.00,"48,302.00",0.00,0.00
2287,V0124,"P. Ravi Babu,Contractor",JV/M/21-22/01952,37BKJPR7084M3Z5,PR/2021-22/031,31/03/2022,Remuneration(Outsourcing),9985,"2,588.00","2,194.00",9.00,197.00,9.00,197.00,0.00,0.00
2288,V1015,Vaddi Subba Reddy,JV/M/21-22/01953,37AKOPV1282H1ZM,VSR-2021-22/028,31/03/2022,Remuneration(Outsourcing),9985,"939,317.00","796,031.00",9.00,"71,643.00",9.00,"71,643.00",0.00,0.00
2289,V1015,Vaddi Subba Reddy,JV/M/21-22/01954,37AKOPV1282H1ZM,VSE-2021-22/027,31/03/2022,Remuneration(Outsourcing),9985,"27,389.00","23,211.00",9.00,"2,089.00",9.00,"2,089.00",0.00,0.00
2290,V1023,Prathap Reddy Mannuru,JV/M/21-22/01955,37AQCPM4537E1ZX,MPR-2021-22/027,31/03/2022,Remuneration(Outsourcing),9985,"9,812.00","8,316.00",9.00,748.00,9.00,748.00,0.00,0.00
2291,V1023,Prathap Reddy Mannuru,JV/M/21-22/01956,37AQCPM4537E1ZX,MPR-2021-22/029,31/03/2022,Remuneration(Outsourcing),9985,"21,619.00","18,321.00",9.00,"1,649.00",9.00,"1,649.00",0.00,0.00
2292,V1247,Sai Krupa Manpower Agency,JV/M/21-22/01957,37BALPV7821E1ZA,18.03.2022,31/03/2022,Remuneration(Outsourcing),9985,"9,808.00","8,312.00",9.00,748.00,9.00,748.00,0.00,0.00
2293,V1247,Sai Krupa Manpower Agency,JV/M/21-22/01958,37BALPV7821E1ZA,SK/2021-22/023,31/03/2022,Remuneration(Outsourcing),9985,"441,481.00","374,137.00",9.00,"33,672.00",9.00,"33,672.00",0.00,0.00
2294,V1247,Sai Krupa Manpower Agency,JV/M/21-22/01959,37BALPV7821E1ZA,SK/2021-22/025,31/03/2022,Remuneration(Outsourcing),9985,"12,395.00","10,505.00",9.00,945.00,9.00,945.00,0.00,0.00
2295,V0002,"A. Revathi,Out source Contr",JV/M/21-22/01967,37BBTPA1899J1Z0,AR/2021-22/026,31/03/2022,Uniforms,9985,"99,004.00","83,902.00",9.00,"7,551.00",9.00,"7,551.00",0.00,0.00
2296,V0627,M/s. I C Tech,JV/M/21-22/01968,37AABFL4847E1ZF,1111,31/03/2022,Data Processing Expenses,8517,"10,990.00","9,314.00",9.00,838.00,9.00,838.00,0.00,0.00
2297,V0146,"S.D.S. Swarnalatha,Contract",JV/M/21-22/01970,37EKAPS1838G1ZZ,SDS-2021-22/026,31/03/2022,Uniforms,998519,"71,496.00","60,590.00",9.00,"5,453.00",9.00,"5,453.00",0.00,0.00
2298,V0124,"P. Ravi Babu,Contractor",JV/M/21-22/01974,37BKJPR7084M3Z5,PR/2021-22/028,31/03/2022,Uniforms,998519,"93,513.00","79,249.00",9.00,"7,132.00",9.00,"7,132.00",0.00,0.00
2299,V1015,Vaddi Subba Reddy,JV/M/21-22/01976,37AKOPV1282H1ZM,VSR-2021-22/026,31/03/2022,Uniforms,998519,"134,782.00","114,222.00",9.00,"10,280.00",9.00,"10,280.00",0.00,0.00
2300,V1023,Prathap Reddy Mannuru,JV/M/21-22/01978,37AQCPM4537E1ZX,MPR-2021-22/026,31/03/2022,Uniforms,998519,"60,525.00","51,293.00",9.00,"4,616.00",9.00,"4,616.00",0.00,0.00
2301,V1247,Sai Krupa Manpower Agency,JV/M/21-22/01981,37BALPV7821E1ZA,SK/2021-22/022,31/03/2022,Uniforms,998519,"32,999.00","27,965.00",9.00,"2,517.00",9.00,"2,517.00",0.00,0.00
2302,V0457,S V Technologies,JV/M/21-22/01983,37AAWFS8938D1ZE,SVT2122MAR110,31/03/2022,Data Processing Expenses,85285200,"42,480.00","36,000.00",9.00,"3,240.00",9.00,"3,240.00",0.00,0.00
2303,V0664,M/s Sri Lakshmi Electricals,JV/M/21-22/01984,37AYNPS8365B1ZW,198,31/03/2022,Entrepreneur Social Responsibility,3917,"1,860.00","1,576.00",9.00,142.00,9.00,142.00,0.00,0.00
2304,V0664,M/s Sri Lakshmi Electricals,JV/M/21-22/01985,37AYNPS8365B1ZW,785,31/03/2022,Entrepreneur Social Responsibility,7306,"1,800.00","1,526.00",9.00,137.00,9.00,137.00,0.00,0.00
2305,V0035,Capital Minerals,JV/M/21-22/01986,37ATYPG1427A1ZS,INV-018,31/03/2022,Hire charges on Machinery,997319,"23,910.00","20,262.00",9.00,"1,824.00",9.00,"1,824.00",0.00,0.00
2306,V1155,BSR Minerals & Travels,JV/M/21-22/01987,37BYRPS4650L1ZI,16,31/03/2022,Rehabilitation expenses A/c,997319,"9,112.00","7,722.00",9.00,695.00,9.00,695.00,0.00,0.00
2307,V0664,M/s Sri Lakshmi Electricals,JV/M/21-22/01990,37AYNPS8365B1ZW,26,31/03/2022,Stores - Capital,94029090,"70,800.00","60,000.00",9.00,"5,400.00",9.00,"5,400.00",0.00,0.00
2308,V0664,M/s Sri Lakshmi Electricals,JV/M/21-22/01990,37AYNPS8365B1ZW,26,31/03/2022,Stores - Capital,94016900,"5,600.00","4,746.00",9.00,427.00,9.00,427.00,0.00,0.00
2309,V1357,M/s RV Digital Solutions Pvt Ltd,JV/M/21-22/01991,36AAHCR8059E1Z4,RVDS/1754/21-22.,31/03/2022,Stores - Capital,84433100,"173,349.00","146,906.00",0.00,0.00,0.00,0.00,18.00,"26,443.00"
2310,V1357,M/s RV Digital Solutions Pvt Ltd,JV/M/21-22/01991,36AAHCR8059E1Z4,RVDS/1754/21-22.,31/03/2022,Stores - Capital,84439959,"2,250.00","1,907.00",0.00,0.00,0.00,0.00,18.00,343.00
2311,V1357,M/s RV Digital Solutions Pvt Ltd,JV/M/21-22/01992,36AAHCR8059E1Z4,RVDS/1755/21-22,31/03/2022,Stores - Capital,84433100,"292,200.00","247,627.00",0.00,0.00,0.00,0.00,18.00,"44,573.00"
2312,V1357,M/s RV Digital Solutions Pvt Ltd,JV/M/21-22/01992,36AAHCR8059E1Z4,RVDS/1755/21-22,31/03/2022,Stores - Capital,84439959,"9,000.00","7,627.00",0.00,0.00,0.00,0.00,18.00,"1,373.00"
2313,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01993,37ACPPN5885P1ZC,PBE/1021/21-22.,31/03/2022,Stores - General,6804,"3,590.00","3,042.00",9.00,274.00,9.00,274.00,0.00,0.00
2314,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01993,37ACPPN5885P1ZC,PBE/1021/21-22.,31/03/2022,Stores - General,8207,996.00,844.00,9.00,76.00,9.00,76.00,0.00,0.00
2315,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01993,37ACPPN5885P1ZC,PBE/1021/21-22.,31/03/2022,Stores - General,8207,3.00,3.00,9.00,0.00,9.00,0.00,0.00,0.00
2316,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01993,37ACPPN5885P1ZC,PBE/1021/21-22.,31/03/2022,Stores - General,8207,3.00,3.00,9.00,0.00,9.00,0.00,0.00,0.00
2317,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01994,37ACPPN5885P1ZC,PBE/1023/21-22,31/03/2022,Stores - General,9011,"20,060.00","17,000.00",9.00,"1,530.00",9.00,"1,530.00",0.00,0.00
2318,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01994,37ACPPN5885P1ZC,PBE/1023/21-22,31/03/2022,Stores - General,7307,944.00,800.00,9.00,72.00,9.00,72.00,0.00,0.00
2319,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01994,37ACPPN5885P1ZC,PBE/1023/21-22,31/03/2022,Stores - General,4016,378.00,320.00,9.00,29.00,9.00,29.00,0.00,0.00
2320,V0436,Perfect Bearing Enter Prises,JV/M/21-22/01994,37ACPPN5885P1ZC,PBE/1023/21-22,31/03/2022,Stores - General,7318,141.00,119.00,9.00,11.00,9.00,11.00,0.00,0.00
2321,V0035,Capital Minerals,JV/M/21-22/01996,37ATYPG1427A1ZS,INV-017.,31/03/2022,Hire charges on Machinery,997319,"55,787.00","47,277.00",9.00,"4,255.00",9.00,"4,255.00",0.00,0.00
2322,V0035,Capital Minerals,JV/M/21-22/01996,37ATYPG1427A1ZS,INV-017.,31/03/2022,Internal Transport charges,996719,"31,003.00","26,273.00",9.00,"2,365.00",9.00,"2,365.00",0.00,0.00
2323,V1025,M/s United Transformers,JV/M/21-22/01997,37ACEPM0005H2Z2,UT-032,31/03/2022,Mining expenses A/c,8504,"82,689.00","70,075.00",9.00,"6,307.00",9.00,"6,307.00",0.00,0.00
2324,V1270,Maruthi Engineering Contractors,JV/M/21-22/01998,36ABAFM9631N1ZT,5,31/03/2022,Stores - General,8546100,"8,850.00","7,500.00",0.00,0.00,0.00,0.00,18.00,"1,350.00"
2325,V1021,M. Sumathi,JV/M/21-22/01999,,NIL,31/03/2022,Afforestation Expenses,9966,"6,142.00","5,850.00",2.50,146.00,2.50,146.00,0.00,0.00
2326,V1142,G.Divya Jyothi,JV/M/21-22/02000,,NIL.,31/03/2022,Hire Charges (Vehicle),9966,"17,326.00","16,500.00",2.50,413.00,2.50,413.00,0.00,0.00
2327,V1197,M/s. Sri Ramana Travels,JV/M/21-22/02001,,2510,31/03/2022,Hire Charges (Vehicle),9966,"9,011.00","8,581.00",2.50,215.00,2.50,215.00,0.00,0.00
2328,V0591,Smart Chem Technokogies Ltd,JV/M/21-22/02002,27AACCA5046P2ZC,F20000770558,31/03/2022,Stores - Explosives,3102,"2,242,000.00","1,900,000.00",0.00,0.00,0.00,0.00,18.00,"342,000.00"
2329,V0591,Smart Chem Technokogies Ltd,JV/M/21-22/02003,27AACCA5046P2ZC,F20000771192,31/03/2022,Stores - Explosives,3102,"2,389,500.00","2,025,000.00",0.00,0.00,0.00,0.00,18.00,"364,500.00"
2330,V0591,Smart Chem Technokogies Ltd,JV/M/21-22/02004,27AACCA5046P2ZC,F20000772052,31/03/2022,Stores - Explosives,3102,"2,389,500.00","2,025,000.00",0.00,0.00,0.00,0.00,18.00,"364,500.00"
2331,V0591,Smart Chem Technokogies Ltd,JV/M/21-22/02005,27AACCA5046P2ZC,F200007720705,31/03/2022,Stores - Explosives,3102,"2,322,594.00","1,968,300.00",0.00,0.00,0.00,0.00,18.00,"354,294.00"
2332,V0088,Keltech Energies Ltd (MH),JV/M/21-22/02006,27AAACK4702A1Z7,GSM212203969,31/03/2022,Stores - Explosives,3602,"111,888.00","94,820.00",0.00,0.00,0.00,0.00,18.00,"17,068.00"
2333,V0088,Keltech Energies Ltd (MH),JV/M/21-22/02007,27AAACK4702A1Z7,GSM212203970,31/03/2022,Stores - Explosives,3602,"100,300.00","85,000.00",0.00,0.00,0.00,0.00,18.00,"15,300.00"
2334,V0088,Keltech Energies Ltd (MH),JV/M/21-22/02008,27AAACK4702A1Z7,GSM212204189,31/03/2022,Stores - Explosives,3602,"111,888.00","94,820.00",0.00,0.00,0.00,0.00,18.00,"17,068.00"
2335,V0088,Keltech Energies Ltd (MH),JV/M/21-22/02009,27AAACK4702A1Z7,GSM212204190,31/03/2022,Stores - Explosives,3602,"50,150.00","42,500.00",0.00,0.00,0.00,0.00,18.00,"7,650.00"
